date,block,treatment,quad,"X,Y",Height,cover1,cover1count,cover2,cover2count,cover3,cover3count,cover4,cover4count,cover5,cover5count,cover6,cover6count,soil_cover,observers
6/25/2023,6,B,1,"15,20",27,avfa,1,,,,,,,,,,,l,jw/gc
6/26/2023,6,B,1,"15,25",6,avfa,1,,,,,,,,,,,r,jw/gc
6/27/2023,6,B,1,"20,5",40,avfa,1,brho,1,erci,1,,,,,,,l,jw/gc
6/28/2023,6,B,1,"20,10",15,avfa,1,brdi,1,erci,1,,,,,,,l,jw/gc
6/29/2023,6,B,1,"20,15",19,clpu,1,avfa,1,erci,1,,,,,,,l,jw/gc
6/30/2023,6,B,1,"20,20",24,avfa,2,,,,,,,,,,,l,jw/gc
7/1/2023,6,B,1,"20,25",55,avfa,2,,,,,,,,,,,l,jw/gc
7/2/2023,6,B,1,"25,5",25,clpu,1,avfa,4,brho,1,,,,,,,l,jw/gc
7/3/2023,6,B,1,"25,10",52,avfa,6,brho,1,,,,,,,,,l,jw/gc
7/4/2023,6,B,1,"25,15",54,avfa,3,brdi,1,erci,1,,,,,,,l,jw/gc
7/5/2023,6,B,1,"25,20",56,avfa,4,,,,,,,,,,,l,jw/gc
7/6/2023,6,B,1,"25,25",26,avfa,3,,,,,,,,,,,l,jw/gc
7/7/2023,6,B,1,Missed:,,,,,,,,,,,,,,,jw/gc
7/8/2023,6,B,ss,"5,5",20,brho,1,erci,1,,,,,,,,,l,jw/gc
7/9/2023,6,B,ss,"5,10",52,avfa,3,,,,,,,,,,,l,jw/gc
7/10/2023,6,B,ss,"5,15",15,avfa,1,,,,,,,,,,,l,jw/gc
7/11/2023,6,B,ss,"5,20",0,noplant,,,,,,,,,,,,l,jw/gc
7/12/2023,6,B,ss,"5,25",25,avfa,2,,,,,,,,,,,l,jw/gc
7/13/2023,6,B,ss,"10,5",14,avfa,2,,,,,,,,,,,l,jw/gc
7/14/2023,6,B,ss,"10,10",35,avfa,2,brho,1,,,,,,,,,l,jw/gc
7/15/2023,6,B,ss,"10,15",33,brho,1,erci,1,,,,,,,,,l,jw/gc
7/16/2023,6,B,ss,"10,20",40,avfa,1,clpu,1,brho,1,,,,,,,l,jw/gc
7/17/2023,6,B,ss,"10,25",34,brdi,1,erci,1,,,,,,,,,l,jw/gc
7/18/2023,6,B,ss,"15,5",23,brho,1,erci,1,,,,,,,,,l,jw/gc
7/19/2023,6,B,ss,"15,10",35,avfa,2,brho,1,erci,1,,,,,,,l,jw/gc
7/20/2023,6,B,ss,"15,15",30,avfa,2,brho,1,,,,,,,,,l,jw/gc
7/21/2023,6,B,ss,"15,20",35,brho,2,brdi,1,erci,1,,,,,,,l,jw/gc
7/22/2023,6,B,ss,"15,25",43,brdi,2,avfa,1,erci,1,,,,,,,l,jw/gc
7/23/2023,6,B,ss,"20,5",42,avfa,3,brdi,1,erci,1,,,,,,,l,jw/gc
7/24/2023,6,B,ss,"20,10",23,brho,1,brdi,1,erci,1,,,,,,,l,jw/gc
7/25/2023,6,B,ss,"20,15",50,avfa,1,erci,1,,,,,,,,,l,jw/gc
7/26/2023,6,B,ss,"20,20",30,avfa,1,brdi,1,erci,1,,,,,,,l,jw/gc
7/27/2023,6,B,ss,"20,25",42,avfa,4,erci,1,,,,,,,,,l,jw/gc
7/28/2023,6,B,ss,"25,5",18,avfa,1,brdi,1,erci,2,,,,,,,s,jw/gc
7/29/2023,6,B,ss,"25,10",4,erci,1,,,,,,,,,,,s,jw/gc
7/30/2023,6,B,ss,"25,15",29,brdi,1,brho,1,erci,2,,,,,,,l,jw/gc
7/31/2023,6,B,ss,"25,20",47,avfa,2,brdi,1,erci,1,,,,,,,l,jw/gc
8/1/2023,6,B,ss,"25,25",42,avfa,2,erci,1,,,,,,,,,l,jw/gc
8/2/2023,6,B,ss,Missed:,,clpu,,,,,,,,,,,,,jw/gc
