date,block,treatment,quad,"X,Y",Height,cover1,cover1count,cover2,cover2count,cover3,cover3count,cover4,cover4count,cover5,cover5count,cover6,cover6count,soil_cover,observers
4/12/2023,1,A,2,"25,15",70,avba,1,stpu,4,,,,,,,,,stpu,jw/mr
4/12/2023,1,A,2,"25,20",20,stpu,3,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,2,"25,25",21,stpu,3,erci,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,2,Missed:,,,,,,,,,,,,,,,jw/mr
4/12/2023,1,A,3,"5,5",0,noplant,,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"5,10",8,brma,1,unk1,1,erci,1,,,,,,,l,jw/mr
4/12/2023,1,A,3,"5,15",2,erci,1,brma,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"5,20",5,pler,1,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"5,25",9,pler,2,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"10,5",9,pler,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"10,10",9,pler,2,avba,1,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"10,15",8,pler,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"10,20",16,avba,1,brma,1,pler,2,,,,,,,l,jw/mr
4/12/2023,1,A,3,"10,25",5,dandi,1,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"15,5",2,avba,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"15,10",4,pler,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"15,15",0,noplant,,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"15,20",4,erci,1,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"15,25",3,brma,1,erci,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"20,5",13,lubi,1,pler,1,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"20,10",14,brma,1,pler,2,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"20,15",4,erci,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"20,20",9,brma,2,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"20,25",0,noplant,,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"25,5",11,brma,2,lubi,2,pler,1,,,,,,,s,jw/mr
4/12/2023,1,A,3,"25,10",4,brma,1,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"25,15",30,avba,1,pler,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,3,"25,20",23,avba,3,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,3,"25,25",5,pler,1,avba,1,erci,1,,,,,,,s,jw/mr
4/12/2023,1,A,3,Missed:,,clpu,,dandi,,hyra,,,,,,,,,jw/mr
4/12/2023,1,A,ss,"5,5",8,brdi,1,pler,2,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"5,10",10,clpu,1,pler,2,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"5,15",14,lubi,1,pler,2,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"5,20",15,dandi,2,lubi,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"5,25",5,pler,1,sibe,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"10,5",4,pler,2,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"10,10",5,pler,2,avba,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"10,15",12,dandi,1,pler,2,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"10,20",13,lubi,3,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"10,25",9,sibe,2,lubi,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"15,5",25,avba,1,brma,1,pler,2,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"15,10",14,avba,2,brdi,1,pler,1,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"15,15",10,avba,2,dandi,2,pler,1,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"15,20",15,lubi,3,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"15,25",9,lubi,3,pler,1,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"20,5",12,dandi,1,pler,2,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"20,10",20,brma,1,pler,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"20,15",16,dandi,2,pler,1,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"20,20",10,thcu,1,brma,1,lubi,1,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"20,25",8,brdi,2,pler,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"25,5",18,dandi,1,,,,,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"25,10",17,dandi,1,unk1,1,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,"25,15",18,dandi,1,pler,1,,,,,,,,,r,jw/mr
4/12/2023,1,A,ss,"25,20",30,brdi,2,lubi,1,brma,1,,,,,,,l,jw/mr
4/12/2023,1,A,ss,"25,25",5,pler,2,,,,,,,,,,,s,jw/mr
4/12/2023,1,A,ss,Missed:,,hyra,,erci,,,,,,,,,,,jw/mr
